HOUSEID,URBRUR,HOMEOWN,RATIO16V,RATIO16W,RATIOWV,TRAVDAY,HHNUMBIK,TELCELL,TELLAND,HHFAMINC,HHTOTD,NUMADLT,HHSIZE,CNTTDHH,HHVEHCNT,WRKCOUNT,DRVRCNT,HHSTATE,HTPPOPDN,HTHRESDN,HTEEMPDN
5M0003019,1,1,1,0,0,3,0,0,1,1,15,1,1,2,1,0,1,TX,7000,2000,3000
5M0003020,1,1,1,1,1,4,0,1,1,9,15,1,1,5,1,1,1,TX,300,150,150
5M0003032,2,1,1,1,1,7,0,1,2,10,14,1,1,2,1,1,1,TX,50,25,25
5M0003035,2,1,0.6667,2,0.3333,4,0,2,2,7,15,2,3,17,3,1,2,TX,50,25,25
5M0003036,1,1,0,0,0,4,0,0,1,4,15,1,1,3,0,0,0,TX,7000,2000,3000
5M0003039,1,1,2,2,1,4,3,2,1,8,15,2,3,2,1,1,2,TX,3000,2000,1500
5M0003043,1,2,1,1,1,4,1,1,1,11,15,1,1,6,1,1,1,TX,1500,700,350
5M0003044,1,1,1,0,0,4,0,1,1,-7,15,1,1,13,1,0,1,TX,50,25,25
5M0003045,1,1,2,2,1,5,0,1,1,8,15,2,2,4,1,1,1,TX,3000,2000,1500
5M0003046,1,1,0.6667,2,0.3333,5,1,1,1,18,9,2,2,2,3,1,2,TX,750,150,150
5M0003056,1,1,1,2,0.5,4,2,1,2,-7,15,2,3,16,2,1,2,TX,17000,6000,5000
5M0003059,1,1,0.6667,1,0.6667,4,0,1,1,-7,15,2,2,12,3,2,2,TX,1500,700,750
5M0003064,1,1,0.5,1,0.5,4,3,2,2,17,15,2,3,6,4,2,2,TX,300,150,75
5M0003069,1,1,1,1,1,5,0,1,2,13,15,2,3,13,2,2,2,TX,7000,2000,3000
5M0003076,1,2,0.5,1,0.5,3,0,0,1,17,12,1,1,2,2,1,1,TX,3000,2000,1500
5M0003094,1,1,1,1,1,5,0,0,1,12,15,2,2,9,2,2,2,TX,750,700,350
5M0003098,1,1,1,1,1,4,3,0,2,6,11,2,4,22,3,3,3,TX,750,700,350
5M0003104,1,1,1,2,0.5,5,1,1,1,-7,15,2,2,0,2,1,2,TX,750,700,150
5M0003107,1,2,2,1,2,2,2,2,1,12,12,2,2,8,1,2,2,TX,3000,2000,1500
5M0003108,1,2,1,1,1,5,0,2,1,10,15,2,2,16,2,2,2,TX,1500,700,750
5M0003109,1,1,1,0,0,5,0,1,2,2,15,2,2,0,2,0,2,TX,300,150,75
5M0003110,1,2,1,1,1,5,2,1,3,6,15,2,3,2,2,2,2,TX,1500,700,750
5M0003115,1,1,1,1,1,5,1,2,1,17,15,2,2,13,2,2,2,TX,1500,700,750
5M0003117,2,1,0.5,0,0,5,0,0,1,3,15,1,1,0,2,0,1,TX,50,25,25
5M0003118,1,2,1,0,0,5,1,0,1,2,15,1,1,0,1,0,1,TX,3000,700,750
5M0003119,1,2,1,1,1,5,1,0,1,8,15,1,1,3,1,1,1,TX,3000,700,1500
5M0003122,1,1,0.3333,0,0,6,0,0,1,3,15,1,1,4,3,0,1,TX,750,700,350
5M0003124,1,2,0.5,1,0.5,6,0,1,1,2,15,1,3,5,2,1,1,TX,50,25,25
5M0003129,1,1,1,1,1,4,0,2,3,18,12,2,2,4,2,2,2,TX,3000,2000,1500
5M0003141,1,1,0.5,1,0.5,6,0,0,1,4,14,1,1,1,2,1,1,TX,1500,700,350
5M0003145,1,1,1,2,0.5,6,0,2,1,17,14,2,2,7,2,1,2,TX,50,25,25
5M0003148,1,1,0.6667,0,0,5,0,2,2,16,14,2,2,6,3,0,2,TX,1500,700,750
5M0003157,1,1,0.5,1,0.5,6,1,0,1,3,14,1,1,4,2,1,1,TX,50,25,25
5M0003159,2,1,1,1,1,6,0,1,1,6,14,1,1,2,1,1,1,TX,300,150,75
5M0003160,1,1,0.6667,1,0.6667,1,0,0,1,6,12,2,3,3,3,2,2,TX,300,150,150
5M0003165,1,1,0.6667,0,0,7,1,1,2,-7,15,2,2,8,3,0,2,TX,50,25,25
5M0003166,1,1,1,1,1,7,0,0,1,11,15,2,2,8,2,2,2,TX,300,150,150
5M0003172,1,1,0.6667,1,0.6667,7,0,2,2,17,14,2,4,10,3,2,2,TX,300,25,75
5M0003180,1,1,1,1,1,7,0,0,1,6,14,2,2,13,2,2,2,TX,300,150,150
5M0003184,1,1,1,0,0,7,0,0,2,10,14,2,2,11,2,0,2,TX,750,700,350
5M0003185,1,1,0.5,1,0.5,7,1,0,2,17,14,1,1,12,2,1,1,TX,3000,2000,1500
5M0003200,1,1,1,0,0,1,1,2,1,4,13,2,2,10,2,0,2,TX,50,25,25
5M0003201,1,2,1,1,1,2,0,0,1,7,12,1,2,4,1,1,1,TX,3000,2000,1500
5M0003203,1,1,0.6667,2,0.3333,1,1,1,1,10,13,2,2,12,3,1,2,TX,750,700,350
5M0003204,1,1,1,1,1,1,3,1,1,10,13,1,1,5,1,1,1,TX,7000,2000,1500
5M0003205,1,3,0.6667,2,0.3333,1,2,2,1,5,13,2,4,16,3,1,2,TX,3000,700,350
5M0003206,2,2,2,2,1,1,0,1,1,6,13,2,4,12,1,1,2,TX,50,25,25
5M0003215,1,1,1,1,1,1,0,1,1,2,12,1,1,2,1,1,1,TX,1500,700,750
5M0003221,2,2,1,1,1,1,2,1,1,18,12,1,1,0,1,1,1,TX,50,25,25
5M0003227,1,1,1,1,1,3,0,2,1,18,12,2,3,16,2,2,2,TX,50,25,25
5M0003233,1,2,0,1,0,2,0,0,1,3,13,1,1,2,0,1,0,TX,3000,2000,750
5M0003245,1,1,0.25,1,0.25,2,0,3,2,-7,13,1,1,3,4,1,1,TX,750,700,350
5M0003253,1,1,1,1,1,2,0,3,1,16,12,2,2,12,2,2,2,TX,7000,4000,5000
5M0003254,1,1,0.5,1,0.5,2,0,0,1,7,12,1,1,2,2,1,1,TX,1500,700,350
5M0003262,1,1,1,0,0,2,1,1,1,5,12,2,2,10,2,0,2,TX,7000,2000,3000
5M0003279,1,1,1,1,1,3,2,1,1,16,13,2,2,4,2,2,2,TX,50,25,25
5M0003295,2,1,1,1,1,3,0,0,1,5,12,1,1,4,1,1,1,TX,50,25,25
5M0003306,1,1,1.5,3,0.5,4,0,1,2,10,12,3,4,16,2,1,2,TX,750,700,350
5M0003314,1,1,1,1,1,4,0,0,1,5,11,1,1,8,1,1,1,TX,300,150,150
5M0003318,2,1,1,0,0,7,0,0,1,4,15,2,2,8,2,0,2,TX,50,25,25
5M0003323,2,1,1,0,0,4,0,0,1,2,9,1,1,0,1,0,1,TX,50,25,25
5M0003330,2,1,0.6667,2,0.3333,4,0,3,1,18,9,2,2,4,3,1,2,TX,50,25,25
5M0003331,1,2,1,1,1,4,0,0,1,7,9,2,2,9,2,2,2,TX,750,700,350
5M0003332,2,1,0.6667,1,0.6667,4,1,1,2,11,9,2,2,12,3,2,2,TX,50,25,25
5M0003337,1,1,1,1,1,6,0,2,1,16,15,4,4,16,4,4,4,TX,3000,700,750
5M0003340,1,1,2,1,2,7,1,0,1,12,15,2,2,28,1,2,2,TX,3000,700,1500
5M0003348,1,2,0,1.5,0,5,0,0,1,-7,10,3,4,7,0,2,1,TX,7000,2000,1500
5M0003350,1,2,1,2,0.5,5,0,0,1,4,10,2,2,2,2,1,2,TX,3000,2000,750
5M0003351,2,2,1,1,1,5,0,0,1,4,10,2,2,2,2,2,2,TX,750,700,350
5M0003352,2,1,1,1,1,5,0,1,1,18,10,2,2,8,2,2,2,TX,50,25,25
5M0003356,1,1,0.6667,2,0.3333,5,4,2,2,18,10,2,2,10,3,1,2,TX,1500,700,350
5M0003358,2,1,1.5,1,1.5,5,1,0,2,6,10,2,4,31,2,3,3,TX,50,25,25
5M0003359,2,1,0.75,1,0.75,5,2,1,1,6,10,2,3,12,4,3,3,TX,50,25,25
5M0003360,2,1,0.5,1,0.5,5,0,2,2,17,10,2,3,18,4,2,2,TX,1500,700,750
5M0003365,1,1,1,2,0.5,3,0,1,1,4,13,2,2,6,2,1,2,TX,7000,4000,3000
5M0003366,1,1,1,1,1,5,0,0,1,4,10,1,1,2,1,1,1,TX,750,700,350
5M0003371,1,1,1,1,1,5,0,1,1,18,10,2,2,12,2,2,2,TX,750,700,350
5M0003379,2,1,0.3333,1,0.3333,6,0,1,2,6,11,1,1,3,3,1,1,TX,50,25,25
5M0003388,2,1,0.4,1,0.4,6,1,2,2,-7,11,2,2,9,5,2,2,TX,300,150,75
5M0003392,1,1,1,0,0,5,1,1,1,6,17,1,1,8,1,0,1,TX,300,25,75
5M0003406,1,2,1,1,1,7,3,1,2,10,13,1,1,9,1,1,1,TX,750,700,350
5M0003415,2,1,1,1.5,0.6667,6,1,2,2,8,11,2,4,25,3,2,3,TX,50,25,25
5M0003418,1,1,1,1,1,3,0,2,2,17,13,2,2,2,2,2,2,TX,50,25,25
5M0003431,1,1,1,1,1,6,1,0,1,5,11,3,3,10,3,3,2,TX,300,150,75
5M0003432,1,1,1,0,0,6,0,1,2,4,11,1,1,3,1,0,1,TX,7000,2000,3000
5M0003434,1,1,1,0,0,6,1,0,1,7,11,1,1,0,1,0,1,TX,3000,2000,1500
5M0003435,1,1,1,1,1,6,0,1,2,18,11,2,3,11,2,2,2,TX,3000,2000,1500
5M0003437,2,1,1,0,0,6,0,0,1,4,11,2,2,15,2,0,2,TX,50,25,25
5M0003438,1,2,0.6667,1,0.6667,6,0,0,1,-7,11,2,6,46,3,2,2,TX,3000,700,1500
5M0003439,1,1,1,1.3333,0.75,7,0,1,1,8,15,3,5,6,4,3,3,TX,750,700,350
5M0003440,1,1,2,2,1,7,0,0,1,3,12,2,2,3,1,1,1,TX,7000,2000,1500
5M0003443,1,1,2,0.6667,3,2,2,2,2,18,12,2,6,9,1,3,2,TX,750,700,350
5M0003444,1,1,1,1,1,6,2,1,1,-7,11,2,4,16,2,2,2,TX,3000,2000,1500
5M0003446,2,1,1,1,1,7,0,0,1,2,12,1,1,4,1,1,1,TX,50,25,25
5M0003448,1,1,1,2,0.5,7,0,0,1,18,12,2,2,10,2,1,2,TX,1500,700,750
5M0003450,1,1,1,1,1,7,0,2,1,11,12,2,2,6,2,2,2,TX,50,25,25
5M0003456,1,1,1.5,1,1.5,1,5,0,1,17,12,2,5,24,2,3,4,TX,3000,700,1500
5M0003458,1,1,2,1,2,7,0,3,2,14,12,2,2,0,1,2,2,TX,1500,700,750
5M0003461,2,1,1,1,1,6,0,0,1,5,15,1,1,9,1,1,1,TX,50,25,25
5M0003474,1,3,1,2,0.5,7,2,0,1,7,12,2,5,40,2,1,2,TX,750,700,350
5M0003476,1,2,1,1,1,7,0,0,1,3,12,1,3,13,1,1,1,TX,300,150,75
5M0003480,1,1,1,0,0,7,1,0,1,3,15,2,2,2,2,0,2,TX,1500,700,750
5M0003482,1,1,1,1,1,7,0,1,2,17,12,2,2,2,2,2,2,TX,300,150,150
5M0003484,1,1,0.5,1,0.5,1,0,0,1,6,12,1,1,4,2,1,1,TX,3000,700,1500
5M0003486,1,1,3,3,1,7,0,2,1,5,12,2,5,16,1,1,3,TX,7000,2000,3000
5M0003487,1,1,1,1,1,7,1,0,1,10,12,1,1,6,1,1,1,TX,50,25,25
5M0003489,1,1,1,1,1,7,0,2,2,10,12,2,3,22,2,2,2,TX,300,150,25
5M0003490,1,1,1,0,0,7,1,1,1,6,12,2,2,4,2,0,2,TX,50,25,25
5M0003492,1,1,0.5,1,0.5,7,2,0,2,14,12,2,2,13,4,2,2,TX,50,25,25
5M0003493,2,1,0.5,1,0.5,7,0,0,2,8,12,2,2,4,4,2,2,TX,50,25,25
5M0003496,1,1,0,0,0,7,0,0,1,2,12,1,1,0,0,0,0,TX,3000,2000,1500
5M0003498,1,2,1.5,1.5,1,1,2,0,3,10,13,3,3,6,2,2,3,TX,1500,2000,750
5M0003512,1,1,1,1,1,1,0,0,1,2,13,1,1,3,1,1,1,TX,300,150,150
5M0003515,1,1,0.6667,1,0.6667,1,2,1,2,11,13,2,5,20,3,2,2,TX,300,25,75
5M0003516,1,2,1,1,1,1,0,1,1,3,13,1,3,6,1,1,1,TX,50,25,25
5M0003517,2,1,0.5,1,0.5,1,0,1,1,12,13,2,2,12,4,2,2,TX,50,25,25
5M0003518,2,1,0.25,0,0,6,0,3,3,2,15,1,1,2,4,0,1,TX,50,25,25
5M0003520,1,1,0.75,3,0.25,1,0,2,1,15,13,3,3,10,4,1,3,TX,750,700,350
5M0003523,2,1,1,2,0.5,1,0,0,4,4,13,2,2,4,2,1,2,TX,300,150,150
5M0003531,1,1,0.6667,2,0.3333,1,0,2,1,8,13,2,2,12,3,1,2,TX,50,25,25
5M0003533,1,2,1,1,1,1,0,0,1,12,13,1,1,0,1,1,1,TX,750,700,350
5M0003535,1,1,1,2,0.5,1,1,0,1,9,13,2,2,0,2,1,2,TX,300,150,75
5M0003540,2,1,0.6667,1,0.6667,2,1,2,2,18,14,2,4,27,3,2,2,TX,50,25,25
5M0003541,1,2,1,1,1,2,0,1,1,6,14,1,1,2,1,1,1,TX,7000,4000,5000
5M0003552,1,1,1,0,0,2,2,0,1,-7,14,2,2,8,2,0,2,TX,3000,2000,1500
5M0003555,2,1,0.5,0,0,2,0,1,1,6,14,1,1,5,2,0,1,TX,50,25,25
5M0003559,1,1,0.75,0,0,2,1,3,3,-7,14,3,3,22,4,0,3,TX,1500,700,350
5M0003574,1,1,1,0,0,2,0,1,1,-7,14,1,1,5,1,0,1,TX,7000,2000,1500
5M0003575,2,1,1,1,1,2,2,2,1,16,14,3,3,18,3,3,3,TX,300,150,75
5M0003576,1,1,1,0,0,6,0,0,1,8,10,2,2,0,2,0,2,TX,300,150,75
5M0003577,1,1,2,1,2,2,0,1,1,11,14,2,2,7,1,2,2,TX,7000,2000,3000
5M0003578,1,1,0.6667,1,0.6667,2,1,2,1,17,14,2,2,13,3,2,2,TX,750,700,350
5M0003583,1,1,1,0,0,2,0,0,1,2,14,1,1,4,1,0,1,TX,1500,700,750
5M0003584,2,1,0.6667,1,0.6667,3,0,2,1,6,15,2,2,10,3,2,2,TX,50,25,25
5M0003588,2,1,2,2,1,2,0,0,2,4,12,2,3,11,1,1,2,TX,50,25,25
5M0003590,1,1,3,0,0,3,0,1,1,3,15,3,4,18,1,0,2,TX,750,700,350
5M0003606,2,1,0.5,1,0.5,1,0,1,1,9,12,2,2,8,4,2,2,TX,50,25,25
5M0003610,2,1,1.3333,1,1.3333,7,4,2,2,11,10,3,4,19,3,4,4,TX,300,150,75
5M0003613,1,1,0.4,1,0.4,3,3,2,1,14,14,2,4,15,5,2,2,TX,7000,2000,3000
5M0003620,2,1,0.6667,1,0.6667,3,2,2,1,17,14,2,4,22,3,2,2,TX,50,25,25
5M0003621,1,1,1.5,3,0.5,3,2,2,2,10,14,2,3,8,2,1,3,TX,1500,700,1500
5M0003625,2,2,1,1.5,0.6667,2,0,1,1,13,13,2,4,17,3,2,3,TX,1500,700,750
5M0003634,2,1,1,1,1,7,3,1,1,15,15,2,4,16,3,3,4,TX,300,150,75
5M0003636,1,1,2,0,0,3,0,2,1,6,14,2,2,10,1,0,1,TX,750,700,350
5M0003638,1,2,1,1,1,3,0,0,1,6,14,1,1,5,1,1,1,TX,1500,700,750
5M0003643,1,1,1,0,0,3,0,0,1,7,14,1,1,7,1,0,1,TX,7000,2000,3000
5M0003648,1,1,1,1,1,2,1,1,1,10,8,3,3,5,3,3,3,TX,750,700,150
5M0003649,1,1,1.5,1.5,1,7,0,1,2,11,15,3,3,6,2,2,2,TX,3000,2000,1500
5M0003654,1,1,1.5,3,0.5,3,0,1,1,-7,14,3,6,16,2,1,2,TX,1500,700,750
5M0003655,1,2,0.5,1,0.5,3,1,1,1,10,14,1,1,2,2,1,1,TX,7000,2000,3000
5M0003656,1,1,1,1,1,3,2,1,1,17,13,2,3,12,2,2,2,TX,3000,2000,750
5M0003678,1,1,1,1,1,7,2,2,2,18,15,2,4,11,2,2,2,TX,7000,2000,3000
5M0003680,1,1,0.75,1.5,0.5,4,2,1,1,17,14,3,4,10,4,2,3,TX,750,700,350
5M0003684,2,1,1,0,0,4,0,0,1,6,14,2,2,7,2,0,2,TX,50,25,25
5M0003687,1,1,1,3,0.3333,4,1,2,3,17,14,2,3,2,3,1,3,TX,750,700,350
5M0003694,1,1,1.5,1.5,1,4,0,2,2,17,14,3,3,14,2,2,2,TX,7000,2000,3000
5M0003695,1,1,1,0,0,4,0,1,1,18,14,2,2,8,2,0,2,TX,3000,700,1500
5M0003709,1,1,1,1,1,6,1,0,1,16,14,2,4,24,2,2,2,TX,1500,700,750
5M0003720,2,1,1,3,0.3333,4,0,2,1,-7,14,3,3,11,3,1,3,TX,50,25,25
5M0003721,1,1,1,0,0,4,0,1,1,6,14,2,2,5,2,0,2,TX,7000,4000,3000
5M0003722,1,2,1,1,1,2,2,1,1,8,10,1,3,17,1,1,1,TX,300,150,150
5M0003726,1,2,1,1,1,4,0,2,1,15,14,2,2,4,2,2,2,TX,7000,2000,3000
5M0003730,1,1,1.5,1.5,1,4,0,0,1,2,14,2,3,6,2,2,3,TX,7000,2000,3000
5M0003732,1,1,1,0,0,5,0,1,1,12,15,2,2,6,2,0,2,TX,1500,700,750
5M0003733,1,2,0.5,2,0.25,5,0,0,1,14,15,2,4,13,4,1,2,TX,750,700,350
5M0003746,1,1,1,1,1,5,0,0,1,7,15,1,1,2,1,1,1,TX,300,150,150
5M0003753,2,1,0.6667,2,0.3333,5,0,0,1,1,15,2,3,9,3,1,2,TX,50,25,25
5M0003754,1,1,1,2,0.5,5,1,1,1,14,15,2,2,9,2,1,2,TX,3000,2000,1500
5M0003764,1,1,0,0,0,5,0,0,1,2,15,1,1,0,0,0,0,TX,750,700,350
5M0003769,1,1,1,2,0.5,5,1,0,1,17,15,2,2,9,2,1,2,TX,3000,2000,1500
5M0003771,1,1,1,1,1,1,0,2,1,9,12,2,2,3,2,2,2,TX,7000,2000,3000
5M0003774,1,2,1,0,0,6,0,0,1,8,15,1,1,0,1,0,0,TX,7000,2000,3000
5M0003776,1,1,1.5,1,1.5,6,0,0,2,4,15,3,3,13,2,3,3,TX,300,150,75
5M0003777,1,1,0.6667,1,0.6667,6,0,2,1,14,15,2,2,2,3,2,2,TX,300,150,150
5M0003779,1,2,1,1,1,6,1,1,1,6,15,2,2,13,2,2,2,TX,7000,2000,3000
5M0003782,2,2,2,2,1,6,2,0,1,5,15,2,3,8,1,1,2,TX,50,25,25
5M0003786,1,1,1,2,0.5,7,1,0,1,1,15,2,2,2,2,1,2,TX,50,25,25
5M0003797,1,3,0,0,0.5,7,2,0,1,8,15,-8,3,10,2,1,2,TX,7000,2000,1500
5M0003803,1,1,1,1,1,6,0,1,1,2,14,1,1,3,1,1,1,TX,7000,2000,3000
5M0003804,1,1,1,1,1,7,0,2,2,16,15,2,2,14,2,2,2,TX,7000,2000,3000
5M0003814,1,2,1,1,1,7,1,0,1,9,15,1,1,3,1,1,1,TX,1500,2000,750
5M0003815,1,1,1,1,1,7,0,1,1,12,15,2,2,2,2,2,2,TX,1500,700,750
5M0003821,1,1,1,1,1,1,1,2,1,10,14,2,2,4,2,2,2,TX,3000,2000,1500
5M0003824,1,1,1,1,1,3,0,1,2,8,13,2,2,9,2,2,2,TX,7000,2000,1500
5M0003831,1,2,0.5,1,0.5,1,1,1,2,9,12,1,1,0,2,1,1,TX,300,150,150
5M0003837,2,1,0.6667,0,0,6,2,1,2,5,14,2,2,3,3,0,2,TX,50,25,25
5M0003843,2,1,1,1,1,1,0,3,1,-7,12,3,3,17,3,3,3,TX,50,25,25
5M0003844,1,2,1,1,1,2,0,2,2,-7,9,2,2,4,2,2,2,TX,7000,2000,3000
5M0003845,2,1,1,2,0.5,1,0,2,2,12,12,2,2,8,2,1,2,TX,50,25,25
5M0003850,2,1,1,0,0,2,0,0,2,9,13,1,1,4,1,0,1,TX,50,25,25
5M0003854,2,2,0,0,0,7,0,0,1,2,11,2,2,0,0,0,1,TX,50,25,25
5M0003856,2,1,0.5,1,0.5,2,0,1,1,14,13,1,1,7,2,1,1,TX,300,25,75
5M0003859,1,2,2,2,1,2,0,1,2,5,13,1,5,2,1,1,1,TX,7000,2000,3000
5M0003867,2,1,1.5,1.5,1,2,0,1,2,14,13,3,3,13,2,2,2,TX,50,25,25
5M0003869,1,2,2,1,2,2,0,0,2,4,12,2,4,18,1,2,2,TX,3000,700,750
5M0003880,1,1,1,1,1,3,2,2,2,-7,13,2,2,2,2,2,2,TX,7000,2000,3000
5M0003896,1,2,1,1,1,3,1,1,1,7,13,1,1,4,1,1,1,TX,750,700,350
5M0003901,2,1,0.4,2,0.2,3,4,0,2,14,13,2,5,17,5,1,3,TX,50,25,25
5M0003902,1,1,1,0,0,3,0,0,1,5,13,1,1,7,1,0,1,TX,7000,2000,3000
5M0003907,1,1,1,0,0,3,0,1,1,-7,13,2,2,8,2,0,2,TX,3000,700,750
5M0003909,1,1,1,1.5,0.6667,3,0,1,1,9,13,2,5,23,3,2,3,TX,750,700,150
5M0003913,2,1,1,1,1,1,2,2,1,8,11,2,3,7,2,2,2,TX,50,25,25
5M0003917,2,1,1.5,1.5,1,6,0,1,1,14,14,3,3,16,2,2,2,TX,50,25,25
5M0003918,2,1,1,0,0,3,0,1,1,3,13,2,4,13,2,0,2,TX,50,25,25
5M0003919,2,1,1,1,1,3,0,0,1,3,13,2,2,8,2,2,2,TX,300,150,75
5M0003920,2,1,1,1,1,3,2,0,1,18,13,2,3,17,2,2,3,TX,50,25,25
5M0003924,1,1,1,1,1,1,0,1,1,10,10,2,2,8,2,2,2,TX,7000,2000,3000
5M0003925,2,1,1,2,0.5,4,2,2,1,10,14,2,6,22,2,1,2,TX,50,25,25
5M0003927,2,1,1,1,1,4,0,2,1,12,14,2,2,13,2,2,2,TX,50,25,25
5M0003929,1,1,2,0,0,4,0,0,1,4,14,2,2,0,1,0,1,TX,3000,2000,1500
5M0003935,1,1,0.4,2,0.2,4,0,2,1,18,14,2,2,15,5,1,2,TX,300,25,25
5M0003937,1,1,1,1,1,4,1,2,1,18,13,2,2,15,2,2,2,TX,1500,700,750
5M0003945,2,1,0.5,0,0,4,2,2,2,-7,13,2,2,9,4,0,2,TX,50,25,25
5M0003949,2,1,1,0,0,7,1,0,1,9,12,1,1,6,1,0,1,TX,50,25,25
5M0003965,1,2,0.6667,1,0.6667,4,0,2,2,18,13,2,2,5,3,2,2,TX,3000,2000,1500
5M0003970,2,1,2,1,2,6,0,0,1,6,14,2,2,15,1,2,2,TX,50,25,25
5M0003972,2,2,2,0,0,4,0,0,1,3,13,2,2,10,1,0,1,TX,50,25,25
5M0003974,1,1,1,0,0,4,0,0,1,12,13,2,2,7,2,0,2,TX,7000,2000,3000
5M0003978,1,2,1,1,1,4,0,2,1,10,13,2,2,11,2,2,2,TX,3000,2000,3000
5M0003983,1,1,1,1,1,4,1,0,1,4,13,1,1,7,1,1,1,TX,3000,700,1500
5M0003984,1,2,1.5,1,1.5,4,0,2,3,6,13,2,5,12,2,3,3,TX,3000,2000,1500
5M0003995,1,1,1,0,0,5,0,1,1,-7,14,2,2,23,2,0,2,TX,3000,2000,1500
5M0003997,2,1,1,2,0.5,5,0,1,2,4,14,2,2,10,2,1,2,TX,300,150,25
5M0004002,1,1,0.5,1,0.5,5,0,1,1,14,14,1,1,4,2,1,1,TX,750,700,350
5M0004024,2,1,0.2857,1,0.2857,6,4,2,2,18,15,2,2,7,7,2,2,TX,50,25,25
5M0004029,2,1,0.6667,0,0,6,0,1,2,8,14,2,2,19,3,0,2,TX,300,150,150
5M0004052,1,1,0.5,1,0.5,4,1,1,1,11,11,1,2,15,2,1,2,TX,7000,2000,3000
5M0004060,1,2,1,1,1,7,0,2,3,5,14,2,3,8,2,2,2,TX,3000,2000,1500
5M0004070,2,1,2,2,1,7,0,0,2,14,12,2,2,2,1,1,2,TX,300,150,150
5M0004097,2,1,1,1,1,7,0,0,1,7,11,2,2,19,2,2,2,TX,50,25,25
5M0004098,1,1,1,1,1,2,0,0,1,13,11,2,5,21,2,2,2,TX,1500,700,750
5M0004104,2,2,1,1,1,1,0,1,2,8,10,2,6,5,2,2,2,TX,50,25,25
5M0004117,2,1,2,2,1,2,0,1,1,12,11,2,2,6,1,1,2,TX,50,25,25
5M0004121,1,2,1.5,3,0.5,2,0,1,3,14,8,3,3,13,2,1,3,TX,750,700,350
5M0004123,1,1,0.6667,1,0.6667,1,2,2,2,-7,10,2,2,7,3,2,2,TX,7000,2000,3000
5M0004149,1,1,1,1,1,1,2,1,1,-7,10,2,3,12,2,2,2,TX,3000,2000,1500
5M0004151,1,1,1,1,1,1,2,2,1,18,10,2,2,16,2,2,2,TX,7000,4000,5000
5M0004155,1,2,1,1,1,2,1,0,1,10,10,2,2,9,2,2,2,TX,7000,2000,3000
5M0004159,1,1,1,1,1,2,0,1,1,5,8,1,1,5,1,1,1,TX,3000,700,1500
5M0004160,1,2,1.5,1,1.5,2,0,1,1,6,9,3,4,15,2,3,3,TX,7000,2000,3000
5M0004161,1,2,1,1,1,2,3,1,1,14,10,2,6,37,2,2,2,TX,3000,700,1500
5M0004166,1,2,1,1,1,2,1,1,1,6,10,2,2,7,2,2,2,TX,7000,2000,3000
5M0004167,1,1,1,1,1,7,1,1,1,7,10,2,3,15,2,2,2,TX,3000,2000,1500
5M0004174,1,2,2,2,1,2,1,1,1,10,10,2,7,19,1,1,2,TX,7000,2000,3000
5M0004177,1,2,2,2,1,2,0,0,1,4,10,2,4,14,1,1,1,TX,7000,2000,3000
5M0004183,1,2,1,1,1,2,0,1,3,9,10,1,1,5,1,1,1,TX,3000,2000,1500
5M0004196,1,2,0,0,1,3,1,1,2,14,9,-8,1,2,1,1,1,TX,3000,2000,1500
5M0004198,1,1,1,1,1,3,2,1,1,14,9,1,1,2,1,1,1,TX,7000,2000,3000
5M0004199,1,1,0.5,0,0,3,0,0,1,5,9,1,1,6,2,0,1,TX,1500,700,750
5M0004204,1,2,1,0,0,3,0,1,1,6,8,1,1,4,1,0,1,TX,3000,700,750
5M0004209,2,1,1.5,1.5,1,7,2,1,1,-7,11,2,6,14,2,2,2,TX,750,700,350
5M0004222,1,1,1,1,1,3,0,0,1,13,8,2,2,6,2,2,2,TX,7000,2000,3000
5M0004226,1,1,1,2,0.5,3,0,1,1,6,8,2,2,3,2,1,2,TX,50,25,25
5M0004233,1,1,2,2,1,3,2,0,1,4,8,2,4,17,1,1,2,TX,300,150,75
5M0004235,1,1,0.5,0,0,3,0,1,1,14,8,1,1,7,2,0,1,TX,3000,2000,1500
5M0004237,1,1,1,2,0.5,2,4,1,1,8,11,2,4,8,2,1,2,TX,300,150,150
5M0004240,1,1,0.6667,1,0.6667,3,2,2,1,16,8,2,2,7,3,2,2,TX,300,25,75
5M0004252,1,2,1,1,1,4,2,2,1,11,9,2,2,8,2,2,2,TX,17000,6000,5000
5M0004257,2,1,1,1,1,4,4,2,2,16,9,2,2,9,2,2,2,TX,50,25,25
5M0004258,1,1,1,1,1,4,2,1,1,11,9,1,1,9,1,1,1,TX,750,700,350
5M0004260,1,1,1,2,0.5,4,2,1,2,7,9,2,2,2,2,1,2,TX,7000,2000,1500
5M0004261,1,1,1,2,0.5,4,1,1,1,7,9,2,2,11,2,1,2,TX,750,700,350
5M0004265,1,1,1,1,1,4,1,0,1,11,9,2,2,7,2,2,2,TX,750,700,350
5M0004273,2,1,1,2,0.5,4,1,3,3,18,9,2,5,30,2,1,2,TX,50,25,25
5M0004275,2,1,1,1.3333,0.75,4,4,0,1,-7,9,3,5,16,4,3,4,TX,50,25,25
5M0004279,1,2,2,1,2,1,0,0,1,7,10,2,3,12,1,2,2,TX,3000,2000,1500
5M0004283,1,1,1,1,1,4,0,1,1,4,8,1,1,5,1,1,1,TX,7000,2000,3000
