HOUSEID,URBRUR,HOMEOWN,RATIO16V,RATIO16W,RATIOWV,TRAVDAY,HHNUMBIK,TELCELL,TELLAND,HHFAMINC,HHTOTD,NUMADLT,HHSIZE,CNTTDHH,HHVEHCNT,WRKCOUNT,DRVRCNT,HHSTATE,HTPPOPDN,HTHRESDN,HTEEMPDN
5M0004287,1,2,0,1,0,6,0,1,1,5,10,2,3,4,0,2,2,TX,7000,2000,1500
5M0004288,1,2,2,2,1,4,0,0,1,-7,8,2,3,4,1,1,1,TX,7000,4000,5000
5M0004293,1,1,1,1,1,1,2,2,3,18,11,2,2,3,2,2,2,TX,750,700,350
5M0004295,1,1,1,1,1,4,0,1,1,12,8,2,3,23,2,2,2,TX,50,25,25
5M0004299,1,1,2,0,0,4,0,0,1,4,8,2,2,5,1,0,2,TX,300,150,150
5M0004301,1,1,1,1,1,5,0,2,2,6,9,2,2,2,2,2,2,TX,1500,700,1500
5M0004304,2,1,0.5,0,0,4,0,1,1,6,8,1,1,3,2,0,1,TX,50,25,25
5M0004311,1,1,1,0,0,5,0,1,1,-7,9,2,2,4,2,0,2,TX,50,25,25
5M0004314,1,2,1,0,0,5,0,2,1,3,9,1,1,4,1,0,1,TX,3000,2000,3000
5M0004317,1,1,1,0,0,5,0,0,1,1,9,1,1,0,1,0,1,TX,7000,2000,3000
5M0004321,1,1,0.6667,1,0.6667,3,0,0,1,14,11,2,2,6,3,2,2,TX,1500,700,1500
5M0004326,1,2,3,3,1,5,0,0,1,1,10,2,5,0,1,1,1,TX,3000,2000,1500
5M0004327,2,3,0.5,2,0.25,5,1,0,2,8,9,2,6,27,4,1,2,TX,50,25,25
5M0004328,1,1,1,2,0.5,5,1,2,1,16,9,2,4,10,2,1,2,TX,1500,700,750
5M0004335,1,1,0.6667,1,0.6667,5,0,1,1,-7,9,2,2,3,3,2,2,TX,3000,2000,1500
5M0004339,1,2,1,1,1,5,1,0,1,11,9,1,1,5,1,1,1,TX,7000,4000,3000
5M0004343,2,1,0.6667,1,0.6667,5,1,2,2,12,9,2,3,6,3,2,2,TX,750,150,350
5M0004344,1,1,1,0,0,5,1,0,1,7,9,2,2,8,2,0,2,TX,50,25,25
5M0004345,1,1,1,1,1,5,1,0,1,12,9,1,1,2,1,1,1,TX,7000,2000,3000
5M0004346,1,1,1,0,0,5,0,0,1,3,9,1,1,5,1,0,1,TX,50,25,25
5M0004348,1,2,1,0,0,5,1,0,1,1,9,1,1,0,1,0,1,TX,7000,2000,3000
5M0004355,2,1,1,1,1,5,1,2,1,14,9,2,4,14,2,2,2,TX,50,25,25
5M0004361,1,1,0.6667,2,0.3333,6,0,2,3,11,10,2,3,4,3,1,2,TX,7000,2000,3000
5M0004365,1,1,1,1,1,6,2,2,1,17,10,2,2,9,2,2,2,TX,7000,2000,5000
5M0004369,1,1,2,0,0,1,0,0,1,-7,10,2,2,4,1,0,2,TX,3000,2000,1500
5M0004374,1,1,1,1,1,1,0,2,1,14,10,2,2,13,2,2,2,TX,3000,2000,1500
5M0004384,1,1,1,0,0,6,0,1,1,17,10,2,2,9,2,0,2,TX,1500,700,750
5M0004385,1,1,1,0,0,3,1,1,2,14,11,2,2,20,2,0,2,TX,3000,700,1500
5M0004392,1,1,1,0,0,6,0,1,2,10,10,1,1,3,1,0,1,TX,3000,2000,1500
5M0004393,1,1,1,1,1,5,3,3,1,18,11,2,4,16,3,3,3,TX,3000,700,1500
5M0004394,1,1,1,0,0,6,0,1,1,6,10,1,1,3,1,0,1,TX,300,150,150
5M0004400,1,1,1,1,1,6,1,2,1,15,10,2,4,16,2,2,2,TX,300,150,75
5M0004401,1,1,0.6667,1,0.6667,6,0,1,1,11,10,2,4,4,3,2,2,TX,7000,2000,5000
5M0004402,1,1,1,2,0.5,6,2,1,1,10,10,2,4,16,2,1,1,TX,3000,2000,1500
5M0004403,1,1,0.25,1,0.25,6,0,1,1,15,10,1,1,3,4,1,1,TX,3000,2000,1500
5M0004406,1,2,1,1,1,7,0,0,1,4,10,1,1,9,1,1,1,TX,7000,4000,3000
5M0004408,1,1,1,1,1,6,0,0,1,10,10,1,1,6,1,1,1,TX,7000,2000,3000
5M0004418,1,1,1,1,1,6,0,1,1,-7,10,2,3,8,2,2,2,TX,7000,2000,3000
5M0004427,1,1,1.5,1.5,1,6,2,1,1,-7,10,2,3,5,2,2,1,TX,7000,2000,3000
5M0004430,1,1,0.5,1,0.5,6,0,2,2,18,10,2,2,14,4,2,2,TX,3000,2000,1500
5M0004436,1,2,1,1,1,2,2,1,2,18,11,1,2,9,2,2,2,TX,3000,700,1500
5M0004447,1,2,1,1,1,7,0,0,1,4,10,1,1,0,1,1,1,TX,50,25,25
5M0004450,1,1,1,0,0,7,0,0,1,5,11,2,2,6,2,0,2,TX,3000,700,1500
5M0004451,1,1,1,1,1,7,0,0,1,8,11,2,3,11,2,2,2,TX,300,150,75
5M0004452,1,1,1.5,0,0,7,2,2,1,12,11,2,4,14,2,0,2,TX,3000,700,750
5M0004453,1,1,0.6667,1,0.6667,7,3,0,1,14,11,2,3,10,3,2,2,TX,50,25,25
5M0004456,1,1,1,1,1,7,0,1,2,11,11,2,3,15,3,3,3,TX,300,150,350
5M0004463,1,1,1,2,0.5,1,2,1,1,8,10,2,4,16,2,1,2,TX,3000,2000,1500
5M0004468,1,1,0.5,0,0,2,0,0,1,3,11,1,1,2,2,0,1,TX,50,25,25
5M0004469,1,1,1,1,1,7,2,1,1,8,10,1,2,12,1,1,1,TX,750,700,350
5M0004471,2,1,1.5,3,0.5,1,5,0,1,17,10,2,7,16,2,1,3,TX,50,25,25
5M0004475,1,2,0.5,1,0.5,1,0,1,1,14,11,1,1,2,2,1,1,TX,3000,2000,1500
5M0004477,1,1,0.5,0,0,1,0,1,1,8,11,1,1,6,2,0,1,TX,1500,700,750
5M0004478,1,1,0.6667,2,0.3333,4,0,2,2,18,11,2,2,9,3,1,2,TX,7000,2000,1500
5M0004485,1,1,0.25,1,0.25,1,0,3,3,-7,11,2,2,0,8,2,2,TX,3000,2000,1500
5M0004488,1,1,1,1,1,1,2,2,2,18,11,2,2,2,2,2,2,TX,7000,2000,3000
5M0004490,1,1,2,1.3333,1.5,3,0,1,1,7,11,4,5,10,2,3,4,TX,300,150,150
5M0004493,1,1,0,0,0,1,0,0,1,8,11,1,1,4,0,0,0,TX,750,700,350
5M0004496,1,1,0,0,1,1,0,1,1,12,11,-8,1,8,1,1,1,TX,7000,2000,5000
5M0004507,1,1,0.5,1,0.5,2,2,2,3,18,11,2,2,10,4,2,2,TX,300,150,150
5M0004513,2,1,1,0,0,2,0,1,1,-7,11,2,2,4,2,0,2,TX,300,150,75
5M0004516,1,1,0.6667,1,0.6667,2,0,2,1,6,11,2,2,12,3,2,2,TX,750,700,350
5M0004527,1,1,1,1,1,2,0,0,1,8,11,2,2,16,2,2,2,TX,7000,2000,3000
5M0004528,1,1,0,1,0,7,0,1,2,5,10,1,1,5,0,1,1,TX,3000,2000,1500
5M0004530,1,1,1,1,1,6,0,1,1,16,10,1,1,7,1,1,1,TX,3000,2000,3000
5M0004544,1,1,0.5,1,0.5,3,0,1,1,13,11,1,1,6,2,1,1,TX,50,25,25
5M0004548,2,1,1,0,0,3,1,1,1,12,11,2,2,19,2,0,2,TX,50,25,25
5M0004551,1,1,2,0,0,6,0,2,2,5,10,2,2,8,1,0,2,TX,3000,2000,1500
5M0004552,1,2,0.4,1,0.4,4,0,1,1,12,10,2,2,9,5,2,2,TX,3000,700,1500
5M0004557,1,1,0.3333,0,0,3,1,1,1,17,10,1,1,12,3,0,1,TX,1500,700,350
5M0004560,1,1,1,1,1,4,0,1,2,12,11,2,4,23,2,2,2,TX,3000,700,750
5M0004562,2,1,0.6667,1,0.6667,5,2,1,1,14,10,2,4,28,6,4,4,TX,50,25,25
5M0004563,1,2,1,1,1,4,0,0,1,6,11,1,1,4,1,1,1,TX,7000,2000,3000
5M0004564,1,1,1,1,1,4,1,1,1,9,11,1,1,2,1,1,1,TX,3000,2000,1500
5M0004566,1,1,0.5,1,0.5,4,1,0,1,14,11,1,1,2,2,1,1,TX,3000,700,750
5M0004567,1,1,1,0,0,4,0,1,1,-7,11,1,1,10,1,0,1,TX,3000,2000,750
5M0004579,1,1,0.3333,1,0.3333,4,3,1,2,16,10,1,1,4,3,1,1,TX,7000,2000,3000
5M0004588,1,2,1,1,1,5,0,0,1,6,10,1,1,5,1,1,1,TX,3000,2000,1500
5M0004593,1,1,0.6667,0,0,5,2,0,1,6,10,2,2,7,3,0,2,TX,3000,2000,750
5M0004597,1,1,0.3333,1,0.3333,5,1,0,1,2,10,1,1,4,3,1,1,TX,7000,2000,3000
5M0004599,2,1,0.6667,1,0.6667,5,3,2,2,17,10,2,3,2,3,2,2,TX,300,25,75
5M0004604,1,1,0.4,0,0,5,1,0,2,3,10,2,2,6,5,0,2,TX,50,25,25
5M0004608,1,2,2,1,2,6,0,2,1,8,10,2,2,6,1,2,2,TX,300,150,150
5M0004610,1,1,0.5,1,0.5,6,0,1,1,6,10,1,1,2,2,1,1,TX,3000,2000,750
5M0004634,2,1,0.6667,1,0.6667,1,3,2,1,12,10,2,2,6,3,2,2,TX,50,25,25
5M0004637,1,2,1,1,1,1,0,0,1,2,10,1,1,7,1,1,1,TX,750,700,350
5M0004639,1,1,1,1,1,1,0,1,1,18,10,2,4,18,2,2,2,TX,7000,2000,3000
5M0004642,1,1,1,1,1,1,1,1,1,8,10,2,2,6,2,2,2,TX,3000,2000,1500
5M0004647,1,2,1,1,1,3,1,1,2,5,12,1,1,4,1,1,1,TX,7000,2000,3000
5M0004650,1,1,2,1,2,1,1,0,1,3,10,2,4,0,1,2,2,TX,7000,2000,3000
5M0004654,2,1,1,2,0.5,5,1,0,1,4,10,2,5,16,2,1,2,TX,50,25,25
5M0004658,1,1,1,1,1,1,0,1,1,14,10,2,4,9,2,2,2,TX,1500,700,750
5M0004665,2,1,0.5,1,0.5,3,0,0,1,6,12,1,3,11,2,1,1,TX,50,25,25
5M0004666,2,1,0,0,0,1,2,1,2,-7,10,-8,2,4,0,1,2,TX,300,150,75
5M0004673,1,2,1,1,1,1,1,1,1,3,5,2,2,7,2,2,2,TX,7000,2000,3000
5M0004678,1,1,1.5,3,0.5,5,0,0,1,3,10,2,4,2,2,1,2,TX,50,25,25
5M0004680,2,1,1,1,1,1,0,2,1,15,10,2,4,25,3,3,3,TX,50,25,25
5M0004686,2,1,0.6667,0,0,1,0,1,1,-7,10,2,2,4,3,0,2,TX,50,25,25
5M0004691,2,1,1,1,1,1,0,2,2,16,10,2,2,12,2,2,2,TX,300,150,150
5M0004701,2,2,1,0,0,1,2,1,3,-7,10,2,2,0,2,0,2,TX,750,700,350
5M0004721,1,1,1,2,0.5,2,0,0,2,4,11,2,2,4,2,1,2,TX,300,150,150
5M0004725,1,1,0.6667,2,0.3333,2,4,2,2,17,11,2,4,13,3,1,2,TX,3000,700,1500
5M0004729,2,1,0.6667,1,0.6667,2,0,2,2,18,11,2,2,5,3,2,2,TX,50,25,25
5M0004733,2,1,0.5,1,0.5,5,0,1,2,8,11,2,5,23,4,2,2,TX,50,25,25
5M0004735,1,1,0.6667,2,0.3333,2,0,0,1,9,11,2,2,4,3,1,2,TX,1500,700,750
5M0004742,1,2,0.6667,1,0.6667,2,0,2,1,16,11,2,2,4,3,2,2,TX,50,25,25
5M0004746,2,2,1,1,1,2,1,1,1,7,11,2,2,6,2,2,2,TX,50,25,25
5M0004749,1,2,1,1,1,4,0,1,1,6,11,1,1,4,1,1,1,TX,7000,2000,3000
5M0004752,2,1,0.5,0,0,2,0,1,1,-7,11,1,1,6,2,0,1,TX,300,150,150
5M0004754,2,2,1,2,0.5,2,2,0,1,6,11,2,2,4,2,1,2,TX,300,150,150
5M0004755,2,1,1,0,0,2,0,0,1,18,11,2,2,9,2,0,2,TX,300,150,75
5M0004764,1,1,0.6667,2,0.3333,2,0,2,1,6,11,2,2,21,3,1,2,TX,50,25,25
5M0004771,1,1,1,1,1,2,2,0,1,13,11,2,3,2,2,2,2,TX,300,150,150
5M0004785,2,1,0,2,0,2,1,0,1,-7,6,4,4,8,0,2,4,TX,50,25,25
5M0004791,1,2,1,1,1,3,1,0,1,9,12,2,2,2,2,2,2,TX,7000,4000,5000
5M0004792,1,2,1,1,1,2,1,2,1,12,11,2,2,7,2,2,2,TX,3000,2000,3000
5M0004793,1,2,1,2,0.5,3,1,1,2,2,12,2,5,20,2,1,2,TX,1500,700,750
5M0004794,1,1,1,1,1,3,2,1,1,17,12,2,2,16,2,2,2,TX,3000,2000,3000
5M0004795,1,1,0.6667,2,0.3333,3,0,2,1,8,12,2,4,15,3,1,2,TX,3000,2000,1500
5M0004821,2,1,2,1,2,3,0,1,1,5,12,2,3,18,1,2,2,TX,50,25,25
5M0004823,1,2,1,1,1,3,2,2,1,8,12,2,2,2,2,2,2,TX,3000,2000,1500
5M0004828,2,1,0.5,1,0.5,3,0,0,1,2,12,1,1,8,2,1,1,TX,300,25,25
5M0004830,2,1,2,2,1,3,0,1,1,1,12,2,4,0,1,1,1,TX,50,25,25
5M0004832,1,2,1,1,1,3,0,2,1,8,12,2,3,5,2,2,2,TX,3000,2000,1500
5M0004833,1,2,1,1,1,3,0,0,1,12,12,1,1,5,1,1,1,TX,300,25,75
5M0004834,2,1,1,1.5,0.6667,3,0,1,2,13,12,3,4,6,3,2,3,TX,50,25,25
5M0004836,2,1,2,2,1,4,3,0,1,2,13,2,3,2,1,1,1,TX,50,25,25
5M0004842,1,2,3,1.5,2,7,0,0,1,5,10,2,7,4,1,2,1,TX,1500,700,750
5M0004846,1,2,1,1,1,4,0,1,2,6,12,1,1,3,1,1,1,TX,3000,2000,1500
5M0004851,1,1,1,2,0.5,4,1,2,1,18,12,2,5,30,2,1,2,TX,3000,2000,3000
5M0004865,1,2,0.5,0.5,1,2,0,1,1,5,10,1,2,10,2,2,2,TX,750,700,350
5M0004866,1,2,2,1,2,1,1,1,1,4,10,2,2,7,1,2,1,TX,3000,700,1500
5M0004884,1,2,1,2,0.5,4,0,3,1,4,12,2,4,39,2,1,2,TX,300,150,75
5M0004890,1,1,0.6667,1,0.6667,4,3,2,2,12,11,2,5,37,3,2,2,TX,1500,700,750
5M0004894,2,1,1,1,1,4,0,1,2,4,11,1,1,5,1,1,1,TX,50,25,25
5M0004898,2,1,1,0.75,1.3333,5,1,2,2,10,11,3,5,25,3,4,3,TX,50,25,25
5M0004908,2,1,1,0,0,5,0,0,1,4,10,1,1,8,1,0,1,TX,50,25,25
5M0004919,1,2,2,2,1,5,2,2,1,-7,10,2,3,8,1,1,1,TX,7000,6000,3000
5M0004921,2,2,0.6667,1,0.6667,5,0,1,1,12,10,2,2,21,3,2,2,TX,300,150,75
5M0004922,2,2,2,2,1,5,0,0,1,5,10,2,5,6,1,1,2,TX,7000,2000,1500
5M0004924,2,1,1,1,1,7,0,0,1,5,10,2,4,17,2,2,2,TX,50,25,25
5M0004927,2,1,0.6667,1,0.6667,5,0,1,1,10,10,2,2,18,3,2,2,TX,50,25,25
5M0004928,1,2,1,1,1,2,0,0,1,11,10,1,1,4,1,1,1,TX,7000,2000,3000
5M0004932,2,1,1,2,0.5,3,0,1,1,6,9,2,3,8,2,1,2,TX,50,25,25
5M0004939,1,1,1.5,1,1.5,5,1,1,4,10,10,3,3,17,2,3,2,TX,7000,2000,5000
5M0004941,1,1,0.6667,2,0.3333,6,0,0,1,4,11,2,4,5,3,1,2,TX,50,25,25
5M0004943,1,1,0.3333,1,0.3333,6,0,1,2,18,11,1,1,2,3,1,1,TX,750,700,350
5M0004963,1,2,2,1,2,6,0,1,1,4,10,2,2,12,1,2,2,TX,750,700,350
5M0004995,2,1,1,0,0,3,0,1,1,9,9,2,2,2,2,0,2,TX,50,25,25
5M0005003,1,1,1,2,0.5,1,2,0,1,8,10,2,2,4,2,1,2,TX,50,25,25
5M0005006,1,1,0,0,0,1,0,0,1,2,10,1,1,2,0,0,0,TX,3000,2000,1500
5M0005016,1,2,1,2,0.5,1,0,2,2,3,9,2,2,6,2,1,2,TX,1500,700,750
5M0005023,2,2,1,0,0,1,0,0,1,5,9,1,1,2,1,0,1,TX,50,25,25
5M0005030,2,1,0.6667,1,0.6667,1,1,0,1,6,9,2,5,16,3,2,1,TX,50,25,25
5M0005031,2,1,1,1,1,1,0,0,1,4,9,2,6,26,2,2,2,TX,50,25,25
5M0005036,1,1,0,0,0,1,1,1,1,1,9,2,3,0,0,0,0,TX,300,25,25
5M0005037,1,2,0.5,1,0.5,1,0,0,1,6,9,1,1,0,2,1,1,TX,1500,700,750
5M0005042,1,1,1,2,0.5,1,2,2,1,17,9,2,4,8,2,1,2,TX,750,700,350
5M0005043,1,1,0.6667,2,0.3333,1,1,0,1,8,9,2,2,7,3,1,2,TX,7000,2000,3000
5M0005046,1,1,2,1,2,1,0,1,1,5,9,2,2,10,1,2,2,TX,750,700,350
5M0005059,2,2,2,2,1,2,0,0,2,6,10,2,3,7,1,1,2,TX,50,25,25
5M0005060,2,1,1,1,1,2,0,0,1,3,10,1,1,2,1,1,1,TX,50,25,25
5M0005065,1,1,1,2,0.5,2,0,2,2,6,10,2,3,16,2,1,2,TX,750,700,350
5M0005067,2,2,2,1,2,2,0,0,1,4,10,2,3,8,1,2,2,TX,50,25,25
5M0005071,1,2,1,1,1,5,0,1,1,8,14,1,1,6,1,1,1,TX,7000,4000,3000
5M0005075,1,1,1,1,1,2,0,2,1,18,9,2,2,10,2,2,2,TX,1500,700,750
5M0005082,1,2,1,1,1,2,1,0,1,8,9,1,1,4,1,1,1,TX,7000,4000,5000
5M0005098,2,1,0.6667,2,0.3333,3,0,1,3,12,8,2,2,6,3,1,2,TX,50,25,25
5M0005108,2,1,1,0,0,2,1,1,1,12,9,1,1,9,1,0,1,TX,50,25,25
5M0005115,1,2,0.5,0,0,3,0,0,1,1,10,1,1,9,2,0,1,TX,50,25,25
5M0005133,1,2,1,1,1,3,0,1,1,9,9,1,1,2,1,1,1,TX,7000,2000,3000
5M0005136,1,1,0.5,0,0,3,0,0,1,8,9,1,1,0,2,0,1,TX,50,25,25
5M0005137,2,1,1,1,1,3,0,0,1,1,9,1,2,13,1,1,1,TX,50,25,25
5M0005152,1,2,0.5,1,0.5,5,0,0,1,6,9,1,1,5,2,1,1,TX,50,25,25
5M0005175,2,1,2,1,2,4,2,1,1,13,9,2,2,2,1,2,2,TX,50,25,25
5M0005178,2,1,1,1,1,4,2,2,1,6,9,2,2,7,2,2,2,TX,50,25,25
5M0005203,2,1,1,1,1,1,1,1,2,8,13,1,2,7,1,1,1,TX,50,25,25
5M0005206,1,1,1,2,0.5,5,0,0,1,5,9,2,3,15,2,1,2,TX,300,150,75
5M0005217,1,1,1,2,0.5,7,3,1,1,17,14,2,4,16,2,1,2,TX,3000,2000,1500
5M0005226,2,1,1,1,1,4,2,1,1,14,9,2,5,21,2,2,2,TX,300,25,25
5M0005228,1,2,1,1,1,4,0,2,2,14,9,2,4,14,2,2,2,TX,3000,700,1500
5M0005231,1,2,1,1,1,7,2,1,1,-7,14,2,5,22,2,2,2,TX,7000,2000,1500
5M0005236,1,1,2,2,1,4,0,1,1,18,9,2,2,10,1,1,2,TX,50,25,25
5M0005245,1,1,1,1.5,0.6667,5,1,2,2,17,10,3,3,13,3,2,3,TX,300,150,150
5M0005246,1,1,0,1,0,4,1,0,1,2,9,1,1,9,0,1,1,TX,7000,2000,1500
5M0005256,2,1,1,2,0.5,1,1,1,2,5,13,2,3,6,2,1,2,TX,300,150,75
5M0005258,1,2,1,1,1,5,0,0,1,8,9,1,1,4,1,1,1,TX,1500,700,750
5M0005264,1,1,3,3,1,5,0,1,1,-7,9,3,4,16,1,1,3,TX,1500,700,350
5M0005268,1,2,1,1,1,5,0,0,1,5,9,1,3,6,1,1,1,TX,300,25,25
5M0005280,2,1,0.5,1,0.5,5,0,0,1,10,8,1,1,2,2,1,1,TX,300,150,75
5M0005283,2,1,0.5,1,0.5,5,0,1,2,10,8,2,2,3,4,2,2,TX,300,25,25
5M0005284,1,2,0,0,0,5,0,0,1,2,8,1,5,21,0,0,1,TX,50,25,25
5M0005285,2,1,0.6667,2,0.3333,5,1,2,1,5,8,2,3,15,3,1,2,TX,50,25,25
5M0005286,1,1,1,1,1,2,0,2,2,-7,14,2,2,16,2,2,2,TX,50,25,25
5M0005290,2,1,0.5,1,0.5,3,3,2,2,12,15,2,4,16,4,2,2,TX,50,25,25
5M0005292,1,1,1,0,0,6,1,1,1,3,9,2,2,4,2,0,2,TX,3000,2000,1500
5M0005303,2,1,0.5,1,0.5,6,0,0,1,4,9,1,1,4,2,1,1,TX,50,25,25
5M0005304,2,1,0.6667,1,0.6667,6,0,0,1,14,9,2,3,10,3,2,2,TX,50,25,25
5M0005305,1,1,0.6667,1,0.6667,6,0,0,1,16,9,2,2,16,3,2,2,TX,50,25,25
5M0005307,2,1,1,1,1,6,0,1,1,5,9,1,1,9,1,1,1,TX,50,25,25
5M0005308,1,1,1,1,1,6,1,1,2,18,9,2,4,13,2,2,2,TX,50,25,25
5M0005309,1,1,1,1,1,6,0,2,2,15,9,2,4,11,2,2,2,TX,300,150,75
5M0005310,2,1,1,2,0.5,6,2,1,2,8,9,2,4,18,2,1,2,TX,50,25,25
5M0005311,2,1,0.6667,1,0.6667,6,0,0,1,-7,9,2,2,17,3,2,2,TX,50,25,25
5M0005328,1,1,1,0,0,1,0,0,1,5,13,2,2,0,2,0,1,TX,1500,700,750
5M0005334,1,2,0.6667,2,0.3333,2,0,2,2,18,14,2,2,10,3,1,2,TX,1500,700,350
5M0005335,1,1,1,1,1,7,1,0,1,7,10,2,3,21,2,2,2,TX,50,25,25
5M0005344,1,1,0.6667,2,0.3333,7,0,3,2,18,10,2,3,0,3,1,2,TX,750,150,350
5M0005348,1,1,0.5,1,0.5,2,0,1,1,4,14,1,1,2,2,1,1,TX,300,150,150
5M0005351,1,1,1,2,0.5,4,0,2,1,7,14,1,2,6,2,1,2,TX,50,25,25
5M0005352,1,1,1,2,0.5,3,0,1,2,3,15,2,3,12,2,1,2,TX,7000,2000,3000
5M0005354,2,1,1,1,1,7,0,2,1,-7,10,2,2,8,2,2,2,TX,300,150,150
5M0005357,2,1,1,0,0,7,0,2,1,7,10,2,2,4,2,0,2,TX,50,25,25
5M0005358,1,2,1,1,1,1,1,1,1,10,11,1,1,8,1,1,1,TX,1500,700,750
5M0005359,1,2,0,0,0,7,0,1,1,-7,10,1,1,4,0,0,1,TX,7000,2000,3000
5M0005360,1,1,0.4,1,0.4,7,0,3,2,11,10,2,4,17,5,2,2,TX,750,700,350
5M0005361,1,1,0.5,1,0.5,7,0,1,1,12,10,1,1,2,2,1,1,TX,7000,2000,3000
5M0005363,1,1,0.5,1,0.5,7,2,0,2,6,10,2,6,18,4,2,2,TX,7000,2000,1500
5M0005369,1,1,0.75,1,0.75,1,2,3,2,5,11,3,3,16,4,3,3,TX,50,25,25
5M0005370,2,1,1,1,1,1,0,0,1,16,11,2,2,10,2,2,2,TX,50,25,25
5M0005377,1,2,1,0,0,1,0,1,1,4,11,1,1,7,1,0,1,TX,1500,700,750
5M0005384,1,1,2,0,0,1,0,1,1,5,11,2,2,4,1,0,1,TX,50,25,25
5M0005386,1,1,0.6667,1,0.6667,1,2,2,1,17,11,2,2,11,3,2,2,TX,3000,700,1500
5M0005387,1,1,0.5,2,0.25,1,2,2,1,6,11,2,3,10,4,1,3,TX,50,25,25
5M0005388,2,1,0.6667,0,0,1,0,1,1,-7,11,2,2,4,3,0,2,TX,50,25,25
5M0005391,2,1,1,1,1,2,0,1,3,17,14,2,2,6,2,2,2,TX,50,25,25
5M0005392,2,1,1,2,0.5,4,0,0,1,6,15,1,2,10,2,1,2,TX,50,25,25
5M0005396,1,1,2,0,0,1,0,0,1,3,10,2,2,4,1,0,2,TX,50,25,25
5M0005399,2,1,0.6667,1,0.6667,1,0,2,2,16,10,2,2,22,3,2,2,TX,50,25,25
5M0005401,1,1,0.5,1,0.5,1,0,1,1,12,10,1,1,2,2,1,1,TX,1500,700,750
5M0005404,1,1,0.6667,1,0.6667,1,2,1,1,18,10,2,2,12,3,2,2,TX,3000,2000,1500
5M0005408,1,1,0.5,0,0,1,0,2,1,6,10,1,1,3,2,0,1,TX,50,25,25
5M0005409,1,1,0.5,2,0.25,1,6,1,1,8,10,2,3,2,4,1,2,TX,7000,2000,3000
5M0005415,1,2,1,1,1,1,0,1,1,12,10,2,2,6,2,2,2,TX,3000,2000,1500
5M0005419,1,1,2,0,0,2,0,0,1,6,11,2,2,14,1,0,1,TX,7000,2000,1500
5M0005423,2,1,0.6667,1,0.6667,7,0,2,1,16,13,2,4,25,3,2,4,TX,50,25,25
5M0005424,1,1,1,1,1,2,0,1,2,10,11,2,2,5,2,2,2,TX,3000,2000,1500
5M0005428,2,1,1,1.5,0.6667,2,0,1,2,6,11,2,3,18,3,2,3,TX,50,25,25
5M0005429,1,1,0.5,1,0.5,2,0,1,1,3,11,1,1,3,2,1,1,TX,1500,700,350
5M0005431,1,1,1,1,1,4,3,2,3,17,15,2,4,26,2,2,2,TX,3000,2000,1500
5M0005432,1,2,0,0,0,2,0,1,1,-7,11,-8,4,14,1,0,1,TX,50,25,25
5M0005436,2,1,1,0,0,2,0,0,1,3,11,2,2,3,2,0,2,TX,50,25,25
5M0005437,1,1,1,1,1,2,1,2,2,8,14,2,4,8,2,2,2,TX,1500,700,750
5M0005438,1,1,1,1,1,2,2,0,1,18,11,2,2,12,2,2,2,TX,1500,700,750
5M0005443,2,1,1,1,1,2,0,0,1,3,11,2,2,17,2,2,2,TX,50,25,25
5M0005445,1,1,1,0,0,2,0,0,1,8,14,1,1,0,1,0,1,TX,300,150,75
5M0005448,1,1,1,2,0.5,2,0,1,2,8,11,2,2,13,2,1,2,TX,50,25,25
5M0005449,1,1,1,1,1,1,0,1,1,8,13,2,4,20,2,2,2,TX,1500,700,750
5M0005451,1,1,1,1,1,2,1,1,1,11,11,2,2,3,2,2,2,TX,1500,700,750
5M0005456,2,1,0.5,1,0.5,2,0,0,1,10,11,1,1,2,2,1,1,TX,50,25,25
5M0005460,2,1,2,0,0,2,0,0,1,3,11,2,2,2,1,0,1,TX,50,25,25
5M0005470,1,1,1,0,0,3,0,1,1,6,12,2,2,12,2,0,2,TX,3000,2000,750
5M0005480,1,1,3,0,0,3,0,0,1,5,12,3,3,8,1,0,3,TX,1500,700,750
5M0005481,1,1,1,1,1,3,0,0,1,2,12,1,1,2,1,1,1,TX,7000,4000,3000
5M0005482,2,1,1,2,0.5,3,0,2,1,14,12,2,4,31,2,1,2,TX,300,150,150
5M0005487,1,1,0.6667,1,0.6667,3,0,2,1,17,12,2,2,12,3,2,2,TX,7000,2000,3000
5M0005497,2,1,1,0,0,3,0,0,1,4,11,2,2,8,2,0,2,TX,50,25,25
5M0005499,1,1,1,1.5,0.6667,3,1,0,1,9,11,2,6,42,3,2,2,TX,3000,2000,1500
5M0005503,1,1,1,2,0.5,4,0,0,2,14,12,2,2,2,2,1,2,TX,1500,700,750
5M0005508,2,1,1,2,0.5,4,0,0,1,6,12,2,4,15,4,2,4,TX,1500,700,750
5M0005517,1,1,1,1,1,3,1,0,2,11,15,2,3,14,2,2,2,TX,300,150,150
5M0005525,1,1,1,1,1,3,0,2,2,16,15,2,2,10,2,2,2,TX,7000,2000,3000
5M0005528,2,2,2,1,2,4,2,0,1,4,12,2,2,11,1,2,2,TX,50,25,25
5M0005531,2,1,1,0,0,4,1,2,2,10,12,2,2,12,2,0,2,TX,50,25,25
5M0005534,2,1,0.75,3,0.25,4,3,0,2,13,12,2,4,17,4,1,4,TX,50,25,25
