1.083333333	y	h	f
0.989130435	m	h	f
1.034090909	y	s	f
1.197368421	y	s	f
1.118852459	y	s	f
0.961267606	m	h	f
0.863924051	m	s	f
1.034090909	m	n	f
1.156779661	y	n	f
1.100806452	m	n	f
0.886363636	m	s	f

